HSCode,Commodity,value,country,year
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",,AFGHANISTAN TIS,2013
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,,AFGHANISTAN TIS,2013
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,,AFGHANISTAN TIS,2013
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",,AFGHANISTAN TIS,2013
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.29,AFGHANISTAN TIS,2013
52,COTTON.,0,AFGHANISTAN TIS,2013
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.03,AFGHANISTAN TIS,2013
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,0,AFGHANISTAN TIS,2013
60,KNITTED OR CROCHETED FABRICS.,0,AFGHANISTAN TIS,2013
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",0,AFGHANISTAN TIS,2013
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",0,AFGHANISTAN TIS,2013
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,0,AFGHANISTAN TIS,2013
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",,AFGHANISTAN TIS,2013
65,HEADGEAR AND PARTS THEREOF.,,AFGHANISTAN TIS,2013
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",0.03,AFGHANISTAN TIS,2013
70,GLASS AND GLASSWARE.,0,AFGHANISTAN TIS,2013
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",0.54,AFGHANISTAN TIS,2013
73,ARTICLES OF IRON OR STEEL,,AFGHANISTAN TIS,2013
74,COPPER AND ARTICLES THEREOF.,0,AFGHANISTAN TIS,2013
78,LEAD AND ARTICLES THEREOF.,,AFGHANISTAN TIS,2013
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",0,AFGHANISTAN TIS,2013
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",0.03,AFGHANISTAN TIS,2013
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",0.06,AFGHANISTAN TIS,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",,AFGHANISTAN TIS,2013
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",0.04,AFGHANISTAN TIS,2013
91,CLOCKS AND WATCHES AND PARTS THEREOF.,,AFGHANISTAN TIS,2013
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",,AFGHANISTAN TIS,2013
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0,AFGHANISTAN TIS,2013
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0,AFGHANISTAN TIS,2013
98,PROJECT GOODS; SOME SPECIAL USES.,0,AFGHANISTAN TIS,2013
99,MISCELLANEOUS GOODS.,0.01,AFGHANISTAN TIS,2013
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,8.61,AFGHANISTAN TIS,2012
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,105.46,AFGHANISTAN TIS,2012
9,"COFFEE, TEA, MATE AND SPICES.",7.03,AFGHANISTAN TIS,2012
10,CEREALS.,0,AFGHANISTAN TIS,2012
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",1.69,AFGHANISTAN TIS,2012
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",35.22,AFGHANISTAN TIS,2012
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.01,AFGHANISTAN TIS,2012
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",,AFGHANISTAN TIS,2012
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,0.02,AFGHANISTAN TIS,2012
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",0.38,AFGHANISTAN TIS,2012
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",0.21,AFGHANISTAN TIS,2012
29,ORGANIC CHEMICALS,,AFGHANISTAN TIS,2012
30,PHARMACEUTICAL PRODUCTS,,AFGHANISTAN TIS,2012
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",,AFGHANISTAN TIS,2012
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",,AFGHANISTAN TIS,2012
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,0.03,AFGHANISTAN TIS,2012
38,MISCELLANEOUS CHEMICAL PRODUCTS.,,AFGHANISTAN TIS,2012
39,PLASTIC AND ARTICLES THEREOF.,,AFGHANISTAN TIS,2012
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,0,AFGHANISTAN TIS,2012
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.01,AFGHANISTAN TIS,2012
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.02,AFGHANISTAN TIS,2012
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",0,AFGHANISTAN TIS,2012
50,SILK,,AFGHANISTAN TIS,2012
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.24,AFGHANISTAN TIS,2012
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.05,AFGHANISTAN TIS,2012
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,0.01,AFGHANISTAN TIS,2012
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",0,AFGHANISTAN TIS,2012
69,CERAMIC PRODUCTS.,,AFGHANISTAN TIS,2012
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",0.09,AFGHANISTAN TIS,2012
72,IRON AND STEEL,,AFGHANISTAN TIS,2012
78,LEAD AND ARTICLES THEREOF.,0.04,AFGHANISTAN TIS,2012
83,MISCELLANEOUS ARTICLES OF BASE METAL.,,AFGHANISTAN TIS,2012
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",0,AFGHANISTAN TIS,2012
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",0.28,AFGHANISTAN TIS,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.12,AFGHANISTAN TIS,2012
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",,AFGHANISTAN TIS,2012
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",0.01,AFGHANISTAN TIS,2012
98,PROJECT GOODS; SOME SPECIAL USES.,,AFGHANISTAN TIS,2012
99,MISCELLANEOUS GOODS.,,AFGHANISTAN TIS,2012
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,0.25,AFGHANISTAN TIS,2011
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,84.55,AFGHANISTAN TIS,2011
9,"COFFEE, TEA, MATE AND SPICES.",2.28,AFGHANISTAN TIS,2011
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",0.5,AFGHANISTAN TIS,2011
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",41.68,AFGHANISTAN TIS,2011
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",,AFGHANISTAN TIS,2011
18,COCOA AND COCOA PREPARATIONS.,,AFGHANISTAN TIS,2011
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",0,AFGHANISTAN TIS,2011
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",1.39,AFGHANISTAN TIS,2011
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",,AFGHANISTAN TIS,2011
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",1.39,AFGHANISTAN TIS,2011
29,ORGANIC CHEMICALS,0,AFGHANISTAN TIS,2011
30,PHARMACEUTICAL PRODUCTS,0.01,AFGHANISTAN TIS,2011
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",0,AFGHANISTAN TIS,2011
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",,AFGHANISTAN TIS,2011
38,MISCELLANEOUS CHEMICAL PRODUCTS.,0,AFGHANISTAN TIS,2011
39,PLASTIC AND ARTICLES THEREOF.,0.01,AFGHANISTAN TIS,2011
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,0,AFGHANISTAN TIS,2011
50,SILK,0.03,AFGHANISTAN TIS,2011
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.05,AFGHANISTAN TIS,2011
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.03,AFGHANISTAN TIS,2011
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,,AFGHANISTAN TIS,2011
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,,AFGHANISTAN TIS,2011
69,CERAMIC PRODUCTS.,0,AFGHANISTAN TIS,2011
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",0.04,AFGHANISTAN TIS,2011
72,IRON AND STEEL,0,AFGHANISTAN TIS,2011
73,ARTICLES OF IRON OR STEEL,,AFGHANISTAN TIS,2011
83,MISCELLANEOUS ARTICLES OF BASE METAL.,0,AFGHANISTAN TIS,2011
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",0.04,AFGHANISTAN TIS,2011
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",0.17,AFGHANISTAN TIS,2011
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",,AFGHANISTAN TIS,2011
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",0.06,AFGHANISTAN TIS,2011
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",,AFGHANISTAN TIS,2011
96,MISCELLANEOUS MANUFACTURED ARTICLES.,,AFGHANISTAN TIS,2011
98,PROJECT GOODS; SOME SPECIAL USES.,0.01,AFGHANISTAN TIS,2011
99,MISCELLANEOUS GOODS.,0,AFGHANISTAN TIS,2011
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,9.14,AFGHANISTAN TIS,2010
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,93.82,AFGHANISTAN TIS,2010
9,"COFFEE, TEA, MATE AND SPICES.",2.54,AFGHANISTAN TIS,2010
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",0.32,AFGHANISTAN TIS,2010
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",37.67,AFGHANISTAN TIS,2010
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0,AFGHANISTAN TIS,2010
18,COCOA AND COCOA PREPARATIONS.,0,AFGHANISTAN TIS,2010
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",0.01,AFGHANISTAN TIS,2010
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",1.05,AFGHANISTAN TIS,2010
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",0,AFGHANISTAN TIS,2010
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",1.25,AFGHANISTAN TIS,2010
30,PHARMACEUTICAL PRODUCTS,,AFGHANISTAN TIS,2010
38,MISCELLANEOUS CHEMICAL PRODUCTS.,0.01,AFGHANISTAN TIS,2010
39,PLASTIC AND ARTICLES THEREOF.,,AFGHANISTAN TIS,2010
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",,AFGHANISTAN TIS,2010
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.07,AFGHANISTAN TIS,2010
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.05,AFGHANISTAN TIS,2010
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,0,AFGHANISTAN TIS,2010
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,0,AFGHANISTAN TIS,2010
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",,AFGHANISTAN TIS,2010
73,ARTICLES OF IRON OR STEEL,,AFGHANISTAN TIS,2010
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",0.05,AFGHANISTAN TIS,2010
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",,AFGHANISTAN TIS,2010
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",0.02,AFGHANISTAN TIS,2010
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",0,AFGHANISTAN TIS,2010
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",0,AFGHANISTAN TIS,2010
96,MISCELLANEOUS MANUFACTURED ARTICLES.,0.01,AFGHANISTAN TIS,2010
98,PROJECT GOODS; SOME SPECIAL USES.,0,AFGHANISTAN TIS,2010
99,MISCELLANEOUS GOODS.,0,AFGHANISTAN TIS,2010
