HSCode,Commodity,value,country,year
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",0.09,AFGHANISTAN TIS,2012
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",4.02,AFGHANISTAN TIS,2012
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0.26,AFGHANISTAN TIS,2012
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,0.02,AFGHANISTAN TIS,2012
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.02,AFGHANISTAN TIS,2012
38,MISCELLANEOUS CHEMICAL PRODUCTS.,0.21,AFGHANISTAN TIS,2012
39,PLASTIC AND ARTICLES THEREOF.,3.28,AFGHANISTAN TIS,2012
40,RUBBER AND ARTICLES THEREOF.,5.96,AFGHANISTAN TIS,2012
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,0.52,AFGHANISTAN TIS,2012
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.47,AFGHANISTAN TIS,2012
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.09,AFGHANISTAN TIS,2012
45,CORK AND ARTICLES OF CORK.,,AFGHANISTAN TIS,2012
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",0.6,AFGHANISTAN TIS,2012
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.95,AFGHANISTAN TIS,2012
50,SILK,0.98,AFGHANISTAN TIS,2012
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.07,AFGHANISTAN TIS,2012
52,COTTON.,1.55,AFGHANISTAN TIS,2012
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,,AFGHANISTAN TIS,2012
54,MAN-MADE FILAMENTS.,116,AFGHANISTAN TIS,2012
55,MAN-MADE STAPLE FIBRES.,27.49,AFGHANISTAN TIS,2012
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",0.01,AFGHANISTAN TIS,2012
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.07,AFGHANISTAN TIS,2012
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,1.09,AFGHANISTAN TIS,2012
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.1,AFGHANISTAN TIS,2012
60,KNITTED OR CROCHETED FABRICS.,0.06,AFGHANISTAN TIS,2012
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",36.78,AFGHANISTAN TIS,2012
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",35.8,AFGHANISTAN TIS,2012
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,3.26,AFGHANISTAN TIS,2012
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",5.51,AFGHANISTAN TIS,2012
65,HEADGEAR AND PARTS THEREOF.,0.41,AFGHANISTAN TIS,2012
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0,AFGHANISTAN TIS,2012
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.01,AFGHANISTAN TIS,2012
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",0.38,AFGHANISTAN TIS,2012
69,CERAMIC PRODUCTS.,0.11,AFGHANISTAN TIS,2012
70,GLASS AND GLASSWARE.,1.85,AFGHANISTAN TIS,2012
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",45.14,AFGHANISTAN TIS,2012
72,IRON AND STEEL,0.29,AFGHANISTAN TIS,2012
73,ARTICLES OF IRON OR STEEL,16.88,AFGHANISTAN TIS,2012
74,COPPER AND ARTICLES THEREOF.,0.49,AFGHANISTAN TIS,2012
76,ALUMINIUM AND ARTICLES THEREOF.,3.6,AFGHANISTAN TIS,2012
78,LEAD AND ARTICLES THEREOF.,0.01,AFGHANISTAN TIS,2012
79,ZINC AND ARTICLES THEREOF.,0.01,AFGHANISTAN TIS,2012
80,TIN AND ARTICLES THEREOF.,,AFGHANISTAN TIS,2012
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,,AFGHANISTAN TIS,2012
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",1.8,AFGHANISTAN TIS,2012
83,MISCELLANEOUS ARTICLES OF BASE METAL.,0.66,AFGHANISTAN TIS,2012
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",6.57,AFGHANISTAN TIS,2012
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",23.29,AFGHANISTAN TIS,2012
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.01,AFGHANISTAN TIS,2012
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",14.34,AFGHANISTAN TIS,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,AFGHANISTAN TIS,2012
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",3.6,AFGHANISTAN TIS,2012
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0,AFGHANISTAN TIS,2012
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.05,AFGHANISTAN TIS,2012
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",0.18,AFGHANISTAN TIS,2012
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0,AFGHANISTAN TIS,2012
96,MISCELLANEOUS MANUFACTURED ARTICLES.,0.73,AFGHANISTAN TIS,2012
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.01,AFGHANISTAN TIS,2012
98,PROJECT GOODS; SOME SPECIAL USES.,0.01,AFGHANISTAN TIS,2012
99,MISCELLANEOUS GOODS.,0.05,AFGHANISTAN TIS,2012
1,LIVE ANIMALS.,0.06,AFGHANISTAN TIS,2013
2,MEAT AND EDIBLE MEAT OFFAL.,2.82,AFGHANISTAN TIS,2013
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",0.02,AFGHANISTAN TIS,2013
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",10.57,AFGHANISTAN TIS,2013
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",,AFGHANISTAN TIS,2013
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.01,AFGHANISTAN TIS,2013
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,0.05,AFGHANISTAN TIS,2013
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,0.13,AFGHANISTAN TIS,2013
9,"COFFEE, TEA, MATE AND SPICES.",7.36,AFGHANISTAN TIS,2013
10,CEREALS.,38.06,AFGHANISTAN TIS,2013
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.01,AFGHANISTAN TIS,2013
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",0.18,AFGHANISTAN TIS,2013
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",0.63,AFGHANISTAN TIS,2013
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.01,AFGHANISTAN TIS,2013
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,0.07,AFGHANISTAN TIS,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.05,AFGHANISTAN TIS,2013
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.21,AFGHANISTAN TIS,2013
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",0.32,AFGHANISTAN TIS,2013
21,MISCELLANEOUS EDIBLE PREPARATIONS.,0.29,AFGHANISTAN TIS,2013
22,"BEVERAGES, SPIRITS AND VINEGAR.",0.09,AFGHANISTAN TIS,2013
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,0.01,AFGHANISTAN TIS,2013
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,12.45,AFGHANISTAN TIS,2013
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",0.16,AFGHANISTAN TIS,2013
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",0.76,AFGHANISTAN TIS,2013
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",0.31,AFGHANISTAN TIS,2013
29,ORGANIC CHEMICALS,1.94,AFGHANISTAN TIS,2013
30,PHARMACEUTICAL PRODUCTS,46.6,AFGHANISTAN TIS,2013
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",0.09,AFGHANISTAN TIS,2013
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",4.49,AFGHANISTAN TIS,2013
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0.36,AFGHANISTAN TIS,2013
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,0,AFGHANISTAN TIS,2013
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0,AFGHANISTAN TIS,2013
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0,AFGHANISTAN TIS,2013
38,MISCELLANEOUS CHEMICAL PRODUCTS.,0.2,AFGHANISTAN TIS,2013
39,PLASTIC AND ARTICLES THEREOF.,8.68,AFGHANISTAN TIS,2013
40,RUBBER AND ARTICLES THEREOF.,4.55,AFGHANISTAN TIS,2013
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,0.12,AFGHANISTAN TIS,2013
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.4,AFGHANISTAN TIS,2013
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.15,AFGHANISTAN TIS,2013
45,CORK AND ARTICLES OF CORK.,,AFGHANISTAN TIS,2013
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0,AFGHANISTAN TIS,2013
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",0.14,AFGHANISTAN TIS,2013
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",1.95,AFGHANISTAN TIS,2013
50,SILK,3.68,AFGHANISTAN TIS,2013
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.27,AFGHANISTAN TIS,2013
52,COTTON.,1.31,AFGHANISTAN TIS,2013
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0,AFGHANISTAN TIS,2013
54,MAN-MADE FILAMENTS.,169.03,AFGHANISTAN TIS,2013
55,MAN-MADE STAPLE FIBRES.,25.87,AFGHANISTAN TIS,2013
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",0.05,AFGHANISTAN TIS,2013
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.06,AFGHANISTAN TIS,2013
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,0.83,AFGHANISTAN TIS,2013
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.62,AFGHANISTAN TIS,2013
60,KNITTED OR CROCHETED FABRICS.,0.06,AFGHANISTAN TIS,2013
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",30.12,AFGHANISTAN TIS,2013
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",39.04,AFGHANISTAN TIS,2013
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,2.06,AFGHANISTAN TIS,2013
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2.32,AFGHANISTAN TIS,2013
65,HEADGEAR AND PARTS THEREOF.,0.02,AFGHANISTAN TIS,2013
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0,AFGHANISTAN TIS,2013
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0,AFGHANISTAN TIS,2013
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",0.43,AFGHANISTAN TIS,2013
69,CERAMIC PRODUCTS.,0.04,AFGHANISTAN TIS,2013
70,GLASS AND GLASSWARE.,1.49,AFGHANISTAN TIS,2013
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",6.11,AFGHANISTAN TIS,2013
72,IRON AND STEEL,0.57,AFGHANISTAN TIS,2013
73,ARTICLES OF IRON OR STEEL,11.06,AFGHANISTAN TIS,2013
74,COPPER AND ARTICLES THEREOF.,0.16,AFGHANISTAN TIS,2013
76,ALUMINIUM AND ARTICLES THEREOF.,1.81,AFGHANISTAN TIS,2013
78,LEAD AND ARTICLES THEREOF.,,AFGHANISTAN TIS,2013
79,ZINC AND ARTICLES THEREOF.,0,AFGHANISTAN TIS,2013
80,TIN AND ARTICLES THEREOF.,0.01,AFGHANISTAN TIS,2013
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",1.94,AFGHANISTAN TIS,2013
83,MISCELLANEOUS ARTICLES OF BASE METAL.,0.52,AFGHANISTAN TIS,2013
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",7.19,AFGHANISTAN TIS,2013
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",12.4,AFGHANISTAN TIS,2013
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.03,AFGHANISTAN TIS,2013
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",3.89,AFGHANISTAN TIS,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,AFGHANISTAN TIS,2013
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",4.7,AFGHANISTAN TIS,2013
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.01,AFGHANISTAN TIS,2013
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.01,AFGHANISTAN TIS,2013
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.07,AFGHANISTAN TIS,2013
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",0.15,AFGHANISTAN TIS,2013
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.01,AFGHANISTAN TIS,2013
96,MISCELLANEOUS MANUFACTURED ARTICLES.,1.93,AFGHANISTAN TIS,2013
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0,AFGHANISTAN TIS,2013
98,PROJECT GOODS; SOME SPECIAL USES.,0.01,AFGHANISTAN TIS,2013
99,MISCELLANEOUS GOODS.,0.08,AFGHANISTAN TIS,2013
1,LIVE ANIMALS.,0.04,AFGHANISTAN TIS,2014
2,MEAT AND EDIBLE MEAT OFFAL.,6.28,AFGHANISTAN TIS,2014
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",0.07,AFGHANISTAN TIS,2014
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",6.93,AFGHANISTAN TIS,2014
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.01,AFGHANISTAN TIS,2014
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,0,AFGHANISTAN TIS,2014
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,0.04,AFGHANISTAN TIS,2014
9,"COFFEE, TEA, MATE AND SPICES.",3.97,AFGHANISTAN TIS,2014
10,CEREALS.,1.16,AFGHANISTAN TIS,2014
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.01,AFGHANISTAN TIS,2014
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",0.33,AFGHANISTAN TIS,2014
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",,AFGHANISTAN TIS,2014
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,,AFGHANISTAN TIS,2014
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,0.01,AFGHANISTAN TIS,2014
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.08,AFGHANISTAN TIS,2014
17,SUGARS AND SUGAR CONFECTIONERY.,0.04,AFGHANISTAN TIS,2014
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.25,AFGHANISTAN TIS,2014
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",2.15,AFGHANISTAN TIS,2014
21,MISCELLANEOUS EDIBLE PREPARATIONS.,1.85,AFGHANISTAN TIS,2014
22,"BEVERAGES, SPIRITS AND VINEGAR.",0.03,AFGHANISTAN TIS,2014
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,0.05,AFGHANISTAN TIS,2014
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,15.98,AFGHANISTAN TIS,2014
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",0.02,AFGHANISTAN TIS,2014
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",0.84,AFGHANISTAN TIS,2014
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",0.11,AFGHANISTAN TIS,2014
29,ORGANIC CHEMICALS,2.68,AFGHANISTAN TIS,2014
30,PHARMACEUTICAL PRODUCTS,46.21,AFGHANISTAN TIS,2014
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",0.04,AFGHANISTAN TIS,2014
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",4,AFGHANISTAN TIS,2014
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0.46,AFGHANISTAN TIS,2014
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,0.01,AFGHANISTAN TIS,2014
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.02,AFGHANISTAN TIS,2014
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0,AFGHANISTAN TIS,2014
38,MISCELLANEOUS CHEMICAL PRODUCTS.,0.53,AFGHANISTAN TIS,2014
39,PLASTIC AND ARTICLES THEREOF.,6.09,AFGHANISTAN TIS,2014
40,RUBBER AND ARTICLES THEREOF.,7.23,AFGHANISTAN TIS,2014
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,0.02,AFGHANISTAN TIS,2014
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.48,AFGHANISTAN TIS,2014
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.17,AFGHANISTAN TIS,2014
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",,AFGHANISTAN TIS,2014
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",0.3,AFGHANISTAN TIS,2014
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",1.07,AFGHANISTAN TIS,2014
50,SILK,0.47,AFGHANISTAN TIS,2014
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.13,AFGHANISTAN TIS,2014
52,COTTON.,1.64,AFGHANISTAN TIS,2014
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,,AFGHANISTAN TIS,2014
54,MAN-MADE FILAMENTS.,134.77,AFGHANISTAN TIS,2014
55,MAN-MADE STAPLE FIBRES.,27.2,AFGHANISTAN TIS,2014
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",0.05,AFGHANISTAN TIS,2014
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.04,AFGHANISTAN TIS,2014
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,2.21,AFGHANISTAN TIS,2014
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.46,AFGHANISTAN TIS,2014
60,KNITTED OR CROCHETED FABRICS.,0.04,AFGHANISTAN TIS,2014
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",30.74,AFGHANISTAN TIS,2014
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",57.04,AFGHANISTAN TIS,2014
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,2.26,AFGHANISTAN TIS,2014
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",3.39,AFGHANISTAN TIS,2014
65,HEADGEAR AND PARTS THEREOF.,0.01,AFGHANISTAN TIS,2014
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.01,AFGHANISTAN TIS,2014
